"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"1",0.501099995000002,0.18242377,0.000982950000001107,0.0680829500000011,0.0489296600000001,-0.00887817999999904,0.00349437999999904,-0.00302927499999944,-0.00425515500000033,-0.00482340999999946,0.00771208499999896,0.13803923,-0.00589849000000018,-0.0107654450000015,-0.00154534500000002,0.135166900000001,-0.00872047499999965,0.000488739999998742,-0.000544575000000597,-0.00339349999999936,-0.00533371000000079,-0.0117083849999993,-0.00707577999999902,0.160151380000001
"2",0.18242377,0.494124824999999,-0.00667898499999917,0.0439470500000012,0.0334203849999995,-0.00559742000000056,-0.00676516000000049,-0.00520061499999929,-0.0065418449999996,-0.00347995499999963,0.00569873499999981,0.141765399999999,-0.00890167000000016,-0.00408822500000151,-0.00246564500000039,0.155430180000001,-0.00366339000000033,0.00628799999999894,-0.00030016000000083,-0.00220602000000017,-0.016481775000001,-0.00395696999999931,0.00464806500000008,0.200477940000001
"3",0.000982950000001102,-0.00667898499999917,0.511827465000001,-0.00316837500000011,0.0121593350000012,-0.00323209000000119,0.000238035000001347,-0.00218655999999999,-0.0056069699999999,-0.00518501499999996,-0.01440381,-0.00411203999999976,0.000167004999999198,-0.00978906999999906,-0.01207647,-0.00489544500000155,-0.0163815450000003,-0.0058776699999999,-0.00537731499999956,-0.00828370999999862,-0.00677684499999943,0.00067131999999996,0.00708243499999915,-0.00478075000000038
"4",0.068082950000001,0.0439470500000012,-0.00316837500000011,0.496991115000002,0.13504033,-0.00594190000000048,0.125633629999999,0.0120550599999997,0.0985744450000002,0.00302535500000013,0.00624815499999994,0.0274376299999995,-0.000615590000000918,-0.00882855499999877,-0.00608214000000035,0.0338879749999982,-0.00818533499999882,-0.00148709999999907,0.00410916499999962,-0.00466631999999929,0.0105248150000007,0.00118705499999916,-0.0036494799999988,0.0314243449999993
"5",0.0489296600000001,0.0334203849999995,0.0121593350000012,0.13504033,0.491218050000001,-0.00112861000000051,-0.0044241099999999,0.00318761500000155,0.146441554999999,-0.00992239999999955,-0.0132492450000003,0.0403841549999989,-0.00829553499999893,-0.00128801000000011,-0.00360813500000045,0.0431572049999997,-0.0116682100000002,0.00553054500000077,0.00120311499999949,-0.0034262599999992,-0.000386010000000275,-0.00340511500000037,-0.00817371000000025,0.0350066300000012
"6",-0.00887817999999904,-0.00559742000000057,-0.00323209000000119,-0.00594190000000047,-0.00112861000000051,0.493627505,-0.00394817499999952,0.00842954999999907,0.0868185050000012,-0.00245660999999957,-0.00197675999999985,-0.0027652749999984,-0.00256539000000028,0.0990637650000023,0.166177724999999,-0.00149133000000192,-0.0122729349999996,-0.00403492499999934,0.00437645500000045,-0.00242089499999962,0.00702406500000052,-0.00556100000000024,0.123136010000002,-0.00228172000000049
"7",0.00349437999999904,-0.0067651600000005,0.000238035000001345,0.125633629999999,-0.00442410999999989,-0.00394817499999953,0.508385209999999,-0.00519525999999802,-0.0078166200000003,-0.00324676999999865,-0.00581776000000024,-0.0123447450000015,-0.000121554999999755,0.00130082499999844,-0.00562844000000034,-0.00995418999999842,-0.0124145850000004,-0.00356128000000015,0.0847360299999995,0.00870789999999898,-0.00648838000000019,-0.0117255550000002,-0.000228174999999437,-0.00722129499999903
"8",-0.00302927499999944,-0.0052006149999993,-0.00218655999999999,0.0120550599999997,0.00318761500000155,0.00842954999999906,-0.00519525999999802,0.48794843,0.01549014,-0.00953166499999959,-0.00792652500000037,-0.00105658500000142,0.00929690500000002,0.00549015000000067,0.00103877999999922,-0.0043119449999987,0.00191769500000004,0.00195272499999928,-0.00596993499999933,0.0297048199999996,0.1674409,-0.00308793499999935,0.00537280500000063,-0.00038836999999948
"9",-0.00425515500000032,-0.0065418449999996,-0.0056069699999999,0.0985744450000002,0.146441554999999,0.0868185050000012,-0.0078166200000003,0.01549014,0.487924804999998,-0.00836896000000012,-0.00421295500000023,-0.00172669500000086,-0.00693950999999911,-0.00406149500000145,-0.00242381499999895,-0.00123947499999924,-0.0084852699999986,-0.00276843000000019,-0.00665376500000027,-0.0156130150000001,0.00457423999999879,-0.0107426850000005,0.100529405000001,-0.00450479499999927
"10",-0.00482340999999947,-0.00347995499999964,-0.00518501499999997,0.00302535500000014,-0.00992239999999956,-0.00245660999999958,-0.00324676999999866,-0.00953166499999958,-0.00836896000000012,0.49822492,0.00118404500000013,0.00466402999999836,0.010671145,-0.00433102500000065,-0.00770254000000058,-0.00350348500000027,-0.00044421999999832,-0.00644587000000009,-0.00743235000000006,0.00906710499999967,-0.0035333750000002,0.165447699999999,0.0024772100000019,-0.00233534999999889
"11",0.00771208499999896,0.0056987349999998,-0.01440381,0.00624815499999994,-0.0132492450000003,-0.00197675999999986,-0.00581776000000024,-0.00792652500000037,-0.00421295500000023,0.00118404500000013,0.493898880000002,0.0219762900000001,-0.00933182499999896,-0.00390591000000165,-0.0016561000000002,-0.00700908999999931,0.00209609000000006,0.00191087499999956,-0.0105129999999998,0.00027560499999912,-0.00874945000000055,-0.00909344499999979,-0.00438554500000137,-0.00262457500000069
"12",0.13803923,0.141765399999999,-0.00411203999999975,0.0274376299999995,0.0403841549999989,-0.00276527499999839,-0.0123447450000015,-0.00105658500000143,-0.00172669500000086,0.00466402999999836,0.0219762900000001,0.488997580000002,-0.0097278250000001,-0.00437729499999893,-0.0103223400000002,0.16623693,0.000484655000000827,0.0015132650000001,-0.00383008999999959,0.00829526500000089,-0.00966038999999914,-0.0106549849999998,-0.00824361499999986,0.167190955
"13",-0.00589849000000017,-0.00890167000000016,0.000167004999999194,-0.000615590000000921,-0.00829553499999894,-0.00256539000000028,-0.000121554999999749,0.00929690500000002,-0.00693950999999911,0.010671145,-0.00933182499999896,-0.0097278250000001,0.492715050000001,-0.0101505399999995,-0.00438967999999933,-0.0080962300000013,-0.00681568500000039,-0.0109500149999996,-0.00408494500000078,0.00363960499999947,-0.00787100000000072,0.00971050000000019,-0.0060791950000007,-0.00693820500000095
"14",-0.0107654450000015,-0.00408822500000151,-0.00978906999999905,-0.00882855499999876,-0.0012880100000001,0.0990637650000023,0.00130082499999844,0.00549015000000066,-0.00406149500000144,-0.00433102500000065,-0.00390591000000165,-0.00437729499999892,-0.0101505399999995,0.501680505000001,0.144015650000001,-0.0111118199999991,0.003632805,-0.000777539999999393,-0.00279259500000011,-0.00262284499999751,0.0139692949999999,-0.0106063100000007,0.00281854499999818,-0.00850193499999949
"15",-0.00154534500000002,-0.00246564500000039,-0.01207647,-0.00608214000000034,-0.00360813500000045,0.166177724999999,-0.00562844000000034,0.00103877999999922,-0.00242381499999896,-0.00770254000000058,-0.0016561000000002,-0.0103223400000002,-0.00438967999999932,0.144015650000001,0.50453549,-0.00465026000000063,-0.00151285499999999,0.00703569999999928,-0.00925018999999917,-0.00171517999999889,0.0167521900000008,-0.00783165500000006,-0.0021610949999998,-0.0102339000000002
"16",0.135166900000001,0.155430180000001,-0.00489544500000156,0.0338879749999982,0.0431572049999997,-0.00149133000000193,-0.00995418999999843,-0.00431194499999869,-0.00123947499999925,-0.00350348500000027,-0.00700908999999931,0.16623693,-0.0080962300000013,-0.0111118199999991,-0.00465026000000063,0.489663699999999,-0.00816771500000003,0.0057342050000005,-0.00138098499999938,-0.0137558300000007,-0.00884986499999968,-0.00370303499999876,-0.000613145000000443,0.19740471
"17",-0.00872047499999965,-0.00366339000000035,-0.0163815450000003,-0.00818533499999882,-0.0116682100000002,-0.0122729349999996,-0.0124145850000004,0.00191769500000004,-0.00848526999999859,-0.000444219999998325,0.00209609000000007,0.000484655000000823,-0.00681568500000039,0.003632805,-0.001512855,-0.00816771500000003,0.493300300000001,-0.00314980499999913,-0.00206288500000001,-0.00551787999999979,0.00386999499999983,-0.000818285000001306,-0.000572344999999516,-0.00448492499999984
"18",0.000488739999998756,0.00628799999999893,-0.00587766999999991,-0.00148709999999907,0.00553054500000077,-0.00403492499999934,-0.00356128000000015,0.00195272499999927,-0.0027684300000002,-0.00644587000000009,0.00191087499999956,0.00151326500000009,-0.0109500149999996,-0.000777539999999395,0.00703569999999928,0.0057342050000005,-0.00314980499999914,0.48684991,-0.00258080000000025,-0.000627274999999567,-0.000681904999998855,-0.00344739500000083,-0.00615270999999892,-0.00776882500000105
