"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"1",0.501945814999999,-0.00340196499999905,-0.00544796,-0.00401575999999929,-0.00263669499999951,-0.0105038699999997,-0.0083948000000003,-0.00684515499999995,-0.0135955900000005,0.155598005,0.00349296999999986,-0.000338539999999169,0.00443064000000047,-0.0080428800000001,-0.00716773499999993,-0.00512639499999891,0.000717899999999723,-0.0100222749999992,-0.00836200000000016,-0.00800113500000046,-0.0132710500000016,-0.00310332499999954,-0.00168725499999968,-0.00217580499999992
"2",-0.00340196499999905,0.493573519999997,-0.0103038149999994,-0.00475382000000048,0.12538715,-0.00149487500000039,-0.000792904999998523,-0.00852995999999974,-0.00652463500000011,-0.0041922899999993,-0.0171698349999999,-0.00654839000000012,0.184212214999999,-0.00448624999999964,-0.00866901999999913,0.00203179999999908,-0.00417173000000029,0.0876694949999996,0.0629386099999992,-0.000160265000000656,-0.0049742649999991,-0.00821455000000096,0.192511604999998,-0.000668019999999063
"3",-0.00544796000000001,-0.0103038149999994,0.492514839999999,-0.00620998000000032,-0.00031148000000026,0.00157227000000072,0.0180415849999996,-0.00556439999999967,0.00404836500000032,-0.00871826999999984,-0.00840158499999966,-0.0135956099999992,-0.00401807999999978,-0.00217228000000087,-0.00745889000000037,0.00284500000000072,-0.01198795,0.00340079000000022,-0.00724568500000019,-0.00222661500000008,0.00337435999999985,-0.00169683999999974,-0.0062535899999991,-0.000216819999998808
"4",-0.00401575999999928,-0.00475382000000047,-0.00620998000000032,0.495258314999999,-0.0116634450000014,-0.00656032499999919,-0.00237667499999949,-0.00598783999999924,-0.00120847000000002,-0.00717327999999956,-0.00584737500000036,-0.00588879000000122,-0.00432317999999961,-0.00639838499999961,-0.0120787650000001,0.16265794,-0.00490752499999882,-0.0127163850000002,0.00068681000000004,-0.00895638999999995,0.00108734000000139,0.0062560599999993,0.0010004099999997,0.0117461250000023
"5",-0.00263669499999952,0.12538715,-0.000311480000000257,-0.0116634450000014,0.494831310000001,-0.00519822500000114,-0.00274478499999896,-0.0122182350000009,-0.0115999300000004,-0.00618871500000084,-0.00975229999999927,0.0115755849999996,-0.00697436000000056,-0.00897629000000008,-0.00395252999999829,-0.000371815000000962,-0.00560011499999976,0.156317099999999,-0.00991311500000077,-0.00376871500000099,0.000487345000001931,-0.0112612550000013,-0.00131357000000109,-0.00755826499999976
"6",-0.0105038699999997,-0.0014948750000004,0.00157227000000072,-0.00656032499999919,-0.00519822500000114,0.49870435,0.00685528999999988,-0.00153751000000049,-0.00305350500000015,0.00581154499999939,-0.00503946000000031,0.0265062399999996,7.90349999997158e-05,0.0080675649999997,0.201685419999999,-0.00666310000000039,0.00394935999999976,0.11767393,0.000937439999999754,-0.00844044999999946,-0.000410629999999744,-0.00755291499999953,-0.0006280950000003,0.000343560000000122
"7",-0.00839480000000031,-0.000792904999998527,0.0180415849999996,-0.00237667499999949,-0.00274478499999895,0.00685528999999987,0.503784494999998,-0.00326417000000083,-0.00812943499999974,-0.00637553500000027,-0.00928820999999927,-0.00761597999999926,0.0048303300000002,-0.00398743000000034,-0.00357116000000118,-0.0120061199999991,0.00101621500000051,0.0107496050000012,-0.0052407699999994,-0.00706800000000025,0.187449224999999,-0.00973478499999938,0.00398399000000107,-0.000133784999999655
"8",-0.00684515499999996,-0.00852995999999974,-0.00556439999999967,-0.00598783999999923,-0.0122182350000009,-0.00153751000000049,-0.00326417000000082,0.508658965000001,-0.0114775799999995,-0.0118635200000001,-0.00603674500000141,-0.00414917000000073,-0.00387027499999864,0.120916995,0.00634023500000027,-0.00724001999999932,0.138926959999999,-0.0122474550000002,0.0151198700000018,-0.00876144999999895,-0.00193104500000057,0.00490835000000146,-0.000447014999999434,-0.00364257500000143
"9",-0.0135955900000005,-0.00652463500000012,0.00404836500000031,-0.00120847000000002,-0.0115999300000004,-0.00305350500000016,-0.00812943499999975,-0.0114775799999995,0.496924235000001,-0.0092780699999999,0.00454377999999956,-0.0169381450000008,-0.00653082499999935,-0.00478934000000051,-0.00179757500000054,-0.00505587500000015,-0.00739129500000045,-0.00322595999999977,-0.00541630999999896,0.140154170000002,-0.00109955000000037,0.000302460000000726,0.00340598500000091,0.00173496999999906
"10",0.155598005,-0.0041922899999993,-0.00871826999999984,-0.00717327999999956,-0.00618871500000085,0.00581154499999939,-0.00637553500000025,-0.0118635200000001,-0.0092780699999999,0.488442385,0.00879489499999917,-0.0120497800000012,0.00450220500000005,-0.00950751499999965,-0.0058846150000006,-0.0111465250000002,0.00158062499999954,-0.00499727000000006,-0.0133306599999998,-0.0148590599999996,-0.00288089999999966,0.00496530500000014,0.00138587499999963,0.00281659499999936
"11",0.00349296999999987,-0.0171698349999999,-0.00840158499999966,-0.00584737500000037,-0.00975229999999926,-0.00503946000000031,-0.00928820999999926,-0.0060367450000014,0.00454377999999956,0.00879489499999917,0.490715945,-0.000156849999998734,-0.00496096500000042,-0.00406684500000051,-0.00318811500000031,-0.00924242999999964,0.000501440000000282,-0.0126001549999998,-0.00510853000000094,0.00567773500000017,-0.00581594500000007,-0.0068766950000005,-0.00627592500000006,-0.01229209
